99387	1
106324	1
35017	1
35926	1
101756	1
99463	1
92850	1
98709	1
35970	1
93061	1
99412	1
36170	1
100683	1
99711	1
34438	1
76200	1
34973	1
52014	1
97331	1
36125	1
99341	1
36439	1
103747	1
92544	1
34419	1
99287	1
99707	1
35246	1
35297	1
106311	1
101829	1
101126	1
95439	1
93167	1
94862	1
101273	1
99685	1
100102	1
98949	1
34881	1
36925	1
92772	1
99226	1
100617	1
99548	1
100298	1
103833	1
103754	1
35080	1
92558	1
100840	1
99996	1
92576	1
99043	1
36926	1
93145	1
99490	1
95428	1
35098	1
100338	1
101924	1
100764	1
92999	1
94831	1
35782	1
36274	1
101331	1
95358	1
101061	1
92183	1
97226	1
98646	1
100359	1
98990	1
99319	1
98686	1
99029	1
92958	1
92788	1
92764	1
100630	1
34472	1
98841	1
101793	1
36653	1
101501	1
99899	1
92776	1
100649	1
35784	1
92493	1
35755	1
36019	1
100710	1
35154	1
78630	1
78644	1
101391	1
100373	1
104433	1
34905	1
78579	1
101872	1
92708	1
99593	1
35369	1
36825	1
36411	1
35944	1
98597	1
100372	1
35544	1
100690	1
92661	1
101809	1
99215	1
98947	1
98824	1
98599	1
93039	1
35557	1
100929	1
103802	1
101842	1
101086	1
92993	1
101024	1
97455	1
97222	1
99265	1
36802	1
35090	1
105586	1
99688	1
101243	1
99700	1
100437	1
99380	1
78593	1
95414	1
101314	1
100636	1
101358	1
101211	1
92427	1
99547	1
35789	1
99832	1
92360	1
36149	1
100131	1
99552	1
100413	1
101838	1
35218	1
36309	1
35045	1
99019	1
98698	1
35026	1
98964	1
95446	1
95403	1
100602	1
100639	1
99284	1
36716	1
36147	1
95427	1
100822	1
105592	1
34436	1
100235	1
105608	1
101261	1
101147	1
103725	1
92955	1
92964	1
78606	1
97271	1
36175	1
36588	1
99861	1
76217	1
92921	1
99774	1
94820	1
78619	1
101655	1
99558	1
36659	1
95382	1
101014	1
36739	1
35424	1
35917	1
99510	1
36824	1
100657	1
34735	1
98991	1
101266	1
100528	1
36028	1
101743	1
93146	1
101556	1
97775	1
99511	1
99200	1
101905	1
101781	1
100820	1
92178	1
35228	1
35986	1
92499	1
101832	1
101170	1
100158	1
34780	1
35873	1
97361	1
92838	1
36561	1
35019	1
99874	1
101166	1
100175	1
101338	1
34946	1
99089	1
35719	1
100944	1
106357	1
36790	1
35993	1
92862	1
99406	1
93177	1
99637	1
92621	1
34739	1
77421	1
52040	1
97387	1
36815	1
103743	1
99756	1
78617	1
35899	1
92583	1
36961	1
97355	1
98725	1
36016	1
97332	1
95436	1
78587	1
101538	1
92348	1
97419	1
101085	1
35907	1
98639	1
35846	1
34863	1
34858	1
106363	1
101962	1
97787	1
100167	1
101241	1
99757	1
101607	1
105568	1
101459	1
104436	1
101023	1
36055	1
34786	1
99416	1
100037	1
101404	1
99910	1
99321	1
36490	1
92654	1
98810	1
101637	1
101323	1
97218	1
35649	1
101528	1
99189	1
92318	1
99334	1
35198	1
100664	1
100568	1
36128	1
36846	1
97338	1
36801	1
92608	1
100462	1
99810	1
100686	1
103735	1
92414	1
35769	1
99492	1
34541	1
99262	1
92228	1
36137	1
99381	1
99260	1
92510	1
100349	1
101846	1
35763	1
98631	1
101068	1
101144	1
105600	1
97217	1
99946	1
36052	1
92581	1
101118	1
35274	1
99738	1
101424	1
93038	1
98849	1
101831	1
52018	1
101961	1
99048	1
92966	1
34800	1
101349	1
36118	1
51996	1
101214	1
34822	1
36297	1
97394	1
100410	1
100966	1
101850	1
99536	1
34778	1
100898	1
34987	1
97471	1
100805	1
92498	1
36830	1
100135	1
101613	1
98940	1
93000	1
100284	1
101221	1
99953	1
100390	1
35277	1
101918	1
99275	1
98697	1
100309	1
34977	1
101145	1
99692	1
101276	1
99149	1
100879	1
100546	1
97385	1
98961	1
101634	1
100219	1
98972	1
103788	1
101111	1
100919	1
98952	1
99564	1
99998	1
100850	1
92739	1
101113	1
101265	1
36091	1
103828	1
100264	1
100802	1
99680	1
103737	1
36183	1
35304	1
99898	1
100778	1
94814	1
35978	1
36402	1
36960	1
92657	1
103761	1
101310	1
100896	1
35809	1
93132	1
92680	1
98690	1
101008	1
98734	1
36549	1
95379	1
36404	1
93151	1
92338	1
98887	1
34754	1
99828	1
100188	1
97336	1
97213	1
95465	1
92494	1
97253	1
99702	1
98568	1
34441	1
92579	1
99007	1
35053	1
35276	1
101274	1
92790	1
100162	1
35195	1
99389	1
98955	1
36504	1
100400	1
92684	1
92153	1
97335	1
36087	1
99123	1
93128	1
92546	1
99024	1
100202	1
97443	1
101581	1
92212	1
99563	1
100795	1
35362	1
36090	1
101121	1
101818	1
100754	1
100492	1
97287	1
98615	1
101312	1
92263	1
100475	1
100495	1
98703	1
92926	1
36048	1
106325	1
100588	1
99779	1
101598	1
92324	1
101639	1
103775	1
106319	1
100500	1
93047	1
35275	1
34504	1
34664	1
100154	1
36813	1
36662	1
100552	1
35834	1
92532	1
101960	1
35078	1
98946	1
97362	1
100047	1
99619	1
76215	1
35104	1
101810	1
100790	1
100809	1
92413	1
100260	1
101043	1
92325	1
35921	1
35024	1
92407	1
36066	1
100607	1
36095	1
100245	1
98861	1
101646	1
92984	1
98832	1
97465	1
94807	1
34718	1
36040	1
92268	1
36130	1
100614	1
100199	1
100340	1
93139	1
100469	1
35237	1
36045	1
104421	1
99051	1
101916	1
35542	1
92316	1
101889	1
52028	1
35049	1
76179	1
34968	1
92235	1
35442	1
101761	1
98833	1
35223	1
92981	1
94857	1
97214	1
98845	1
35918	1
99179	1
100885	1
35353	1
101055	1
98827	1
99699	1
99181	1
101651	1
35006	1
52062	1
101477	1
36455	1
92728	1
36600	1
101183	1
36834	1
99657	1
99659	1
35101	1
100673	1
36595	1
100283	1
100873	1
92322	1
97378	1
97257	1
100761	1
99760	1
100701	1
106302	1
92842	1
101162	1
93166	1
92327	1
100666	1
76235	1
101663	1
99113	1
100798	1
101828	1
36083	1
99032	1
97779	1
93178	1
100054	1
100239	1
92747	1
101417	1
92448	1
52052	1
35795	1
99005	1
36546	1
92653	1
101519	1
100081	1
100010	1
101632	1
36121	1
101253	1
34782	1
78615	1
99264	1
35520	1
92904	1
101204	1
52004	1
99594	1
99407	1
101507	1
34948	1
78596	1
100725	1
99567	1
35876	1
101754	1
35134	1
100890	1
92528	1
101767	1
35757	1
99982	1
34989	1
100080	1
95373	1
101397	1
100696	1
99737	1
98623	1
99622	1
99295	1
36098	1
98570	1
99752	1
52011	1
35065	1
98665	1
99232	1
97205	1
102018	1
101883	1
97237	1
34474	1
95472	1
52051	1
35269	1
98939	1
35069	1
34853	1
52003	1
101897	1
36171	1
36947	1
35057	1
34985	1
35420	1
35858	1
99705	1
35524	1
100525	1
95369	1
99044	1
101974	1
97290	1
101303	1
93083	1
105627	1
101343	1
100709	1
100179	1
99541	1
35862	1
100603	1
99370	1
78611	1
101129	1
92666	1
101339	1
99477	1
101668	1
99776	1
76195	1
99057	1
97319	1
34854	1
34921	1
92531	1
101290	1
36331	1
92812	1
36306	1
35310	1
101915	1
99822	1
105637	1
98786	1
94847	1
98806	1
99806	1
35312	1
34934	1
35797	1
100698	1
76191	1
99612	1
36505	1
94859	1
98712	1
100227	1
34877	1
98628	1
36063	1
92171	1
97450	1
34579	1
103842	1
99323	1
35989	1
100970	1
35778	1
99826	1
100168	1
100952	1
36158	1
35014	1
98533	1
99578	1
34457	1
101590	1
99426	1
92454	1
36032	1
36011	1
103771	1
36437	1
99119	1
34779	1
98918	1
100130	1
100527	1
95368	1
92863	1
92273	1
99640	1
98735	1
99580	1
